ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
48979,Europe,Sweden,Gothenburg,44.3033,-73.1534,local exploration,"Local exploration sessions in Gothenburg, Sweden, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Outdoor,4,1 hour,$$,Weekly,"notebook, pen, phone"
48980,Asia,India,Delhi,46.7674,82.0406,knife making,"Experience the joy of knife making in Delhi, India, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Indoor,3,1 hour,$,Weekly,"steel, anvil, hammer"
48981,Europe,Sweden,Malmö,20.2821,137.4894,memory journaling,"In Malmö, Sweden, participants can explore memory journaling through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Indoor,1,Half day,$$,Weekly,"diary, pen, color markers"
48982,Asia,China,Beijing,53.8108,141.4284,pottery,"In Beijing, China, participants can explore pottery through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Outdoor,1,30 min,$,Monthly,"clay, wheel, apron"
48983,Asia,China,Shanghai,20.2059,-64.4584,arts and crafts,"Experience the joy of arts and crafts in Shanghai, China, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,4,1 hour,$,Seasonal,"canvas, paint, brush set"
48984,Asia,China,Beijing,-26.5465,-78.144,scrapbooking,"Scrapbooking sessions in Beijing, China, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Outdoor,4,1 hour,$$,Seasonal,"notebook, pen, reading glasses"
48985,Europe,Spain,Barcelona,37.4911,-63.7583,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Barcelona, Spain, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,2,Half day,$$,Weekly,"mirror, hairdryer, comb"
48986,Africa,Kenya,Kisumu,20.5576,-90.9699,DIY home,"Experience the joy of DIY home in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,3,2 hours,$$,Daily,"toolbox, tape measure, gloves"
48987,Americas,USA,Portland,-0.8148,-114.6451,urban gardening,"Experience the joy of urban gardening in Portland, USA, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Outdoor,4,30 min,$,Seasonal,"watering can, soil, spade"
48988,Asia,India,Jaipur,32.9937,80.547,building photography,"In Jaipur, India, participants can explore building photography through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Crafts,Advanced,Tier 3,3,Indoor,4,Half day,$$,Monthly,"camera, tripod, lens"
48989,Oceania,Australia,Brisbane,36.1064,-94.0277,vehicle detailing,"Experience the joy of vehicle detailing in Brisbane, Australia, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,3,2 hours,$,Monthly,"notebook, pen, phone"
48990,Africa,Kenya,Mombasa,-20.1666,-40.6371,electronics tinkering,"In Mombasa, Kenya, participants can explore electronics tinkering through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Outdoor,1,1 hour,$$$,Daily,"breadboard, USB cable, resistors"
48991,Europe,Spain,Barcelona,-12.7615,80.2639,site seeing,"Site seeing sessions in Barcelona, Spain, offer creativity, culture, and community learning.",Wellness,Easy,Tier 1,1,Indoor,4,1 hour,$,Monthly,"map, water bottle, camera"
48992,Europe,Italy,Rome,-38.8228,84.428,DIY car,"Experience the joy of DIY car in Rome, Italy, surrounded by supportive mentors and local tradition.",Food,Intermediate,Tier 2,2,Indoor,5,1 hour,$,Daily,"wax, sponge, bucket"
48993,Africa,South Africa,Cape Town,-1.341,-56.808,leather stitching,"In Cape Town, South Africa, participants can explore leather stitching through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Indoor,1,30 min,$,Daily,"punch, awl, stitching kit"
48994,Americas,USA,Denver,15.4035,-86.3536,arts and crafts,"Arts and crafts sessions in Denver, USA, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,5,2 hours,$,Daily,"canvas, paint, brush set"
48995,Oceania,Australia,Sydney,30.6324,100.9549,local exploration,"Local exploration sessions in Sydney, Australia, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,3,2 hours,$$,Weekly,"camera, map, backpack"
48996,Oceania,New Zealand,Christchurch,-31.4191,9.049,ceramic sculpting,"Ceramic sculpting sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,1,Half day,$,Weekly,"kiln, ceramic tools, glaze"
48997,Europe,Sweden,Stockholm,29.1314,-57.628,room by room,"In Stockholm, Sweden, participants can explore room by room through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Indoor,4,Half day,$$,Monthly,"organizer, baskets, storage box"
48998,Europe,France,Paris,-37.8098,-110.5858,pottery,"Experience the joy of pottery in Paris, France, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Indoor,5,30 min,$,Daily,"clay, wheel, apron"
48999,Oceania,New Zealand,Christchurch,55.8652,23.5857,vehicle detailing,"Experience the joy of vehicle detailing in Christchurch, New Zealand, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Outdoor,5,1 hour,$$,Daily,"toolbox, tape measure, gloves"
49000,Asia,India,Chennai,28.6094,-71.679,book club,"Book club sessions in Chennai, India, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Indoor,4,Half day,$,Weekly,"notebook, pen, reading glasses"
49001,Africa,Kenya,Nairobi,54.3341,-81.4226,DIY hair and beauty,"In Nairobi, Kenya, participants can explore DIY hair and beauty through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Indoor,3,1 hour,$$,Daily,"mirror, hairdryer, comb"
49002,Africa,South Africa,Cape Town,1.0686,-51.878,vehicle detailing,"Experience the joy of vehicle detailing in Cape Town, South Africa, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,5,Half day,$,Seasonal,"notebook, pen, phone"
49003,Oceania,New Zealand,Christchurch,-4.6342,75.4286,personal planning,"Experience the joy of personal planning in Christchurch, New Zealand, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Outdoor,2,2 hours,$$,Weekly,"toolbox, tape measure, gloves"
49004,Europe,Italy,Florence,38.9977,-88.8246,homegrown food,"Homegrown food sessions in Florence, Italy, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,2,2 hours,$,Monthly,"gloves, planter, seeds"
49005,Europe,France,Bordeaux,6.0106,130.3288,vehicle detailing,"Experience the joy of vehicle detailing in Bordeaux, France, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Outdoor,4,Half day,$,Monthly,"notebook, pen, phone"
49006,Americas,Canada,Halifax,16.225,20.0389,memory journaling,"Memory journaling sessions in Halifax, Canada, offer creativity, culture, and community learning.",Food,Advanced,Tier 3,3,Indoor,4,Half day,$,Daily,"diary, pen, color markers"
49007,Americas,Canada,Halifax,-13.0434,116.6781,memory journaling,"Experience the joy of memory journaling in Halifax, Canada, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Indoor,1,30 min,$,Monthly,"diary, pen, color markers"
49008,Asia,India,Bangalore,43.605,-48.2877,architecture admiration,"Architecture admiration sessions in Bangalore, India, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Indoor,3,2 hours,$,Weekly,"camera, sketchbook, measure tape"
49009,Europe,France,Lyon,-27.3771,146.5693,decluttering,"In Lyon, France, participants can explore decluttering through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Indoor,3,1 hour,$,Weekly,"camera, map, backpack"
49010,Oceania,Australia,Sydney,43.3674,-84.7842,knife making,"In Sydney, Australia, participants can explore knife making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Outdoor,4,Half day,$$,Monthly,"steel, anvil, hammer"
49011,Oceania,New Zealand,Christchurch,6.9925,60.6254,book club,"In Christchurch, New Zealand, participants can explore book club through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,2,Half day,$,Weekly,"notebook, pen, reading glasses"
49012,Africa,Kenya,Mombasa,-3.0828,-81.6841,self-care tutorial,"In Mombasa, Kenya, participants can explore self-care tutorial through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Indoor,4,2 hours,$,Weekly,"wax, sponge, bucket"
49013,Oceania,New Zealand,Wellington,53.2193,-44.792,room by room,"Experience the joy of room by room in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,2,1 hour,$$,Monthly,"organizer, baskets, storage box"
49014,Oceania,Australia,Sydney,-17.2881,-114.0965,car cleaning,"In Sydney, Australia, participants can explore car cleaning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Indoor,2,1 hour,$,Daily,"wax, sponge, bucket"
49015,Asia,India,Chennai,-2.0214,19.9101,painting,"Painting sessions in Chennai, India, offer creativity, culture, and community learning.",Food,Easy,Tier 1,1,Indoor,1,1 hour,$,Weekly,"easel, acrylics, palette"
49016,Americas,Mexico,Guadalajara,37.4122,57.7846,arts and crafts,"Experience the joy of arts and crafts in Guadalajara, Mexico, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,5,2 hours,$,Seasonal,"canvas, paint, brush set"
49017,Asia,India,Jaipur,16.5417,69.0124,car cleaning,"Car cleaning sessions in Jaipur, India, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Indoor,2,Half day,$$,Daily,"wax, sponge, bucket"
49018,Americas,Mexico,Cancún,44.4561,126.8933,knife making,"In Cancún, Mexico, participants can explore knife making through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Outdoor,2,2 hours,$$$,Daily,"steel, anvil, hammer"
49019,Oceania,Australia,Adelaide,-27.7633,59.6086,room by room,"In Adelaide, Australia, participants can explore room by room through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Outdoor,2,Half day,$,Seasonal,"organizer, baskets, storage box"
49020,Americas,Canada,Vancouver,-8.592,94.2782,leather stitching,"Leather stitching sessions in Vancouver, Canada, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Outdoor,5,Half day,$$$,Daily,"punch, awl, stitching kit"
49021,Europe,Germany,Berlin,24.4132,139.1523,car maintenance,"Experience the joy of car maintenance in Berlin, Germany, surrounded by supportive mentors and local tradition.",Crafts,Easy,Tier 1,1,Outdoor,1,30 min,$$,Monthly,"wax, sponge, bucket"
49022,Asia,China,Shanghai,2.1133,-60.0216,home repair,"Experience the joy of home repair in Shanghai, China, surrounded by supportive mentors and local tradition.",Automotive,Intermediate,Tier 2,2,Indoor,5,Half day,$$,Seasonal,"wrench, screwdriver, pliers"
49023,Americas,USA,Austin,-11.6595,-82.0293,painting,"In Austin, USA, participants can explore painting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,3,2 hours,$$,Daily,"easel, acrylics, palette"
49024,Asia,India,Bangalore,57.0059,48.4758,ceramic sculpting,"Ceramic sculpting sessions in Bangalore, India, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,4,30 min,$$$,Weekly,"kiln, ceramic tools, glaze"
49025,Americas,USA,Portland,32.5647,-39.587,metal crafting,"Experience the joy of metal crafting in Portland, USA, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Indoor,4,Half day,$$$,Weekly,"forge, tongs, grinder"
49026,Oceania,New Zealand,Christchurch,56.2546,16.9338,pottery,"Experience the joy of pottery in Christchurch, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Indoor,5,2 hours,$$,Weekly,"clay, wheel, apron"
49027,Europe,Spain,Seville,-14.2436,-103.4547,bead design,"Bead design sessions in Seville, Spain, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Indoor,4,1 hour,$,Weekly,"string, needle, clips"
49028,Americas,Canada,Toronto,-21.0206,39.491,architecture admiration,"Experience the joy of architecture admiration in Toronto, Canada, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,2,30 min,$,Daily,"camera, sketchbook, measure tape"
49029,Africa,Kenya,Mombasa,27.9342,36.1128,bag making,"In Mombasa, Kenya, participants can explore bag making through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Indoor,4,2 hours,$,Weekly,"needle, thread, fabric"
49030,Europe,Germany,Berlin,-10.6386,96.202,DIY car,"Diy car sessions in Berlin, Germany, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Outdoor,5,2 hours,$$,Seasonal,"wax, sponge, bucket"
49031,Oceania,Australia,Melbourne,-14.6466,93.0252,pottery,"Experience the joy of pottery in Melbourne, Australia, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,5,1 hour,$$,Weekly,"clay, wheel, apron"
49032,Oceania,New Zealand,Christchurch,-35.5726,-27.3021,goal making/tracking,"In Christchurch, New Zealand, participants can explore goal making/tracking through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,4,Half day,$$,Weekly,"planner, sticky notes, markers"
49033,Europe,Spain,Barcelona,16.6915,-107.98,site seeing,"In Barcelona, Spain, participants can explore site seeing through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Indoor,3,1 hour,$,Daily,"map, water bottle, camera"
49034,Americas,USA,New York,34.5037,58.8754,building photography,"Building photography sessions in New York, USA, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Outdoor,3,2 hours,$$,Daily,"camera, tripod, lens"
49035,Asia,China,Chengdu,5.1189,44.3234,jewelry making,"Experience the joy of jewelry making in Chengdu, China, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Indoor,2,30 min,$,Weekly,"pliers, wire, beads"
49036,Oceania,New Zealand,Christchurch,26.2805,75.6849,cupboard clean out,"Experience the joy of cupboard clean out in Christchurch, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Indoor,3,30 min,$$$,Daily,"bins, labels, towels"
49037,Asia,India,Delhi,-22.8472,-93.7474,vehicle detailing,"Vehicle detailing sessions in Delhi, India, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Outdoor,4,30 min,$$,Daily,"paintbrush, apron, fabric scraps"
49038,Asia,India,Delhi,-6.1782,-65.2323,building photography,"In Delhi, India, participants can explore building photography through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,3,1 hour,$$$,Weekly,"camera, tripod, lens"
49039,Asia,Turkey,Izmir,-34.4115,-3.9486,reading,"Reading sessions in Izmir, Turkey, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Indoor,2,Half day,$$,Seasonal,"book, lamp, chair"
49040,Oceania,Australia,Melbourne,-11.7965,13.4432,knife making,"In Melbourne, Australia, participants can explore knife making through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Indoor,5,2 hours,$$$,Daily,"steel, anvil, hammer"
