activity_id,activity_title,instruction,activity_type,category,subcategory,duration,difficulty,cost,location,age_range,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match
ACT-002313,Take a guided walk with a local geology enthusiast to learn about rock formations,"Join a local geology enthusiast for a guided walk, asking questions and observing different rock formations along the way to deepen your understanding of the natural world.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-1,Paid,Outdoor,10 to 80,Partial,"Engaging with nature can be soothing, but group dynamics may vary.","['Sight', 'Sound']",Group 2-10,Medium,"['Calming', 'Social Connection']","['Happy', 'Peaceful', 'Excited']"
ACT-002314,"Walk along a riverbank or stream, sketching interesting natural features you spot","Take a leisurely walk along a riverbank or stream, and pause to sketch any interesting natural features you see, like unique rocks, plants, or animals.",Time-Bound,Creative Arts,"Drawing, Painting",60 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Flexible pacing, engaging with nature, creative expression without pressure","['Sight', 'Touch', 'Sound']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002315,Plan a full-day hike with a picnic,"Choose a local trail, map out your route, pack a picnic with your favorite snacks, and enjoy a day outdoors without phone distractions. Take time to stretch and breathe deeply along the way.",Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-2,Free,Outdoor,12 to 80,Partial,"Nature provides calming sensory input, but planning may require flexibility and adaptability.","['Touch', 'Sight', 'Sound']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Good', 'Excited']"
ACT-002316,Visit a nearby botanical garden with a notepad,"Take a stroll through a nearby botanical garden, and jot down the names of any unfamiliar plants you encounter in your notepad.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",60 min,Tier-1,Free,Outdoor,10 to 90,Yes,Engaging with nature can provide calming sensory input and a flexible pace.,"['Sight', 'Touch']",Solo,Medium,['Focus'],"['Happy', 'Neutral', 'Peaceful', 'Good']"
ACT-002317,Practice silent meditation in the woods,"Find a quiet spot in the woods and sit comfortably for 20 minutes, focusing on your breath and observing the sounds of nature around you.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",40 min,Tier-1,Free,Outdoor,12 to 80,Yes,"Gentle sensory experience, no time pressure, promotes calmness and focus","['Sound', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002318,Perform toe raises for ankle stability,"Stand on one foot and slowly raise your heel off the ground, balancing on your toes. Lower back down and repeat for a total of five raises, then switch to the other foot.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,10 to 80,Yes,"Simple, short activity with a focus on balance and body awareness, adaptable to different environments",['Movement'],Solo,Low,['Focus'],"['Neutral', 'Good', 'Peaceful']"
ACT-002319,Try a seated spinal twist on a chair,"Sit up straight in a chair, place your right hand on the back of the chair and twist your torso to the right, holding for 5 deep breaths. Repeat on the left side.",Micro,Puzzle & Logic,"Puzzles, Brain Games",10 min,Tier-1,Free,Outdoor,10 to 90,Yes,"Simple movement, can be done at your own pace, helps release tension","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Anxiety']"
ACT-002320,Practice mountain pose for breathing and posture,"Stand tall with your feet together, arms at your sides, and shoulders relaxed. Hold this mountain pose for five minutes, focusing on your breath and maintaining good posture.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",20 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Gentle movement, focus on breath, calming environment, no complex instructions","['Touch', 'Movement']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002321,Create a DIY logic puzzle using toothpicks,"Use 20 toothpicks to form different geometrical shapes like triangles or squares, then challenge yourself to rearrange them into new shapes without breaking any sticks.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Indoor,8 to 80,Yes,"Engaging and hands-on, allows for creativity and problem-solving at your own pace.","['Touch', 'Sight']",Solo,Low,['Focus'],"['Neutral', 'Boredom', 'Peaceful']"
ACT-002322,Engage in a daily Sudoku puzzle using a physical puzzle book,Grab a Sudoku puzzle book and spend 10-20 minutes each day solving a puzzle. Start with easier puzzles and gradually challenge yourself with harder ones.,Time-Bound,Manual Crafting,"Knitting, Woodworking",20 min,Tier-2,Low,Indoor,10 to 100,Yes,"Structured activity with clear rules, promotes focus and can be done at one's own pace.","['Touch', 'Sight']",Solo,Low,['Focus'],"['Neutral', 'Calming', 'Boredom', 'Anxiety']"
ACT-002323,Plan a neighborhood scavenger hunt for tree species,"Create a list of local tree species and their leaf characteristics. Invite friends to find and identify these trees in your neighborhood, taking notes or photos as you go.",Time-Bound,Micro-Movement,"Stretching, Yoga",20 min,Tier-1,Free,Outdoor,8 to 60,Yes,"Flexible pacing, engaging with nature, visual identification can be calming","['Sight', 'Touch']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-002324,Conduct a litter cleanup walk,"Take a 2-hour walk in your area, collecting litter as you go. Separate trash into recyclables and non-recyclables as you find them.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",3 hrs,Tier-2,Free,Outdoor,10 to 100,Yes,"Structured activity with clear goals, allows for sensory engagement and movement, can be done at your own pace","['Touch', 'Sight', 'Movement']",Optional Group,Medium,"['Calming', 'Focus']","['Good', 'Peaceful', 'Neutral', 'Excited']"
ACT-002325,Design and implement a bird-watching journal,"Over the next month, create a journal to note different bird species you see. Include the date, location, and a brief description of each bird's appearance and behavior.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Free,Outdoor,10 to 80,Yes,"Flexible timing, encourages observation at your own pace, promotes mindfulness in nature","['Sight', 'Sound']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002326,Craft a simple yet intricate wooden spoon using only hand tools and sandpaper,"Select a piece of softwood, like pine, about 1 inch thick and 6 inches long. Use a carving knife to shape the spoon, starting with the bowl and then the handle. Sand the spoon with fine-grit sandpaper until smooth.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-2,Low,Indoor,12 to 80,Partial,"Engaging tactile experience, can be done at one's own pace, repetitive motions may be soothing","['Touch', 'Sight']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002327,"Embark on a guided walking tour of your local area, focusing on architectural details of older buildings","Take a leisurely walk around your neighborhood or city, paying close attention to the unique architectural features of older buildings. Bring a notebook to jot down your observations or sketch details that catch your eye.",Time-Bound,Manual Crafting,"Knitting, Woodworking",3 hrs,Tier-1,Free,Outdoor,12 to 80,Partial,Visual focus on architecture can be engaging; consider breaks if overwhelmed by sensory input.,"['Sight', 'Movement']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Neutral']"
ACT-002328,Organize a weekly chess club meeting,Set a regular time each week to gather at your local community center with friends or newcomers to play chess and discuss strategies. Bring a chess set and enjoy the game together.,Time-Bound,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-2,Free,Indoor,10 to 90,Yes,"Structured environment, social interaction, and predictable routine can be comforting.","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Neutral']"
ACT-002329,Set up a small herb garden on your windowsill,"Take cuttings from kitchen herbs like basil or mint, place them in small jars of water on your windowsill, and watch them grow roots over the next few weeks.",Long-Term,Puzzle & Logic,"Puzzles, Brain Games",Multi-day,Tier-1,Free,Indoor,10 to 80,Yes,"Gentle sensory experience, low pressure, gradual growth provides a sense of accomplishment","['Touch', 'Sight', 'Smell']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-002330,Join a local community garden,Find a local community garden and volunteer to help with seasonal planting and learn about crop rotation by attending regular meetings and participating in hands-on activities.,Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Free,Outdoor,10 to 80,Yes,"Structured activities, social interaction, and a calming outdoor environment","['Touch', 'Sight', 'Sound']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Good', 'Peaceful']"
ACT-002331,Complete a series of seated arm and shoulder stretches,"Sit comfortably in a chair and perform ten different stretches for your arms and shoulders, holding each stretch for 15-30 seconds to relieve tension.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Indoor,10 to 80,Yes,"Gentle movements, easy to follow, can be done at your own pace, calming and repetitive","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-002332,Invent a unique logic puzzle using household items,"Gather household items like coins, buttons, or cards and create a logic puzzle that requires deductive reasoning to solve. Challenge a friend or family member to solve it.",Time-Bound,Manual Crafting,"Knitting, Woodworking",20 min,Tier-2,Free,Indoor,10 to 60,Partial,"Encourages creative thinking and problem-solving, can be adapted to individual preferences","['Touch', 'Sight']",Optional Group,Medium,['Focus'],"['Excited', 'Neutral', 'Good']"
ACT-002333,Map out a weekly walking route to three parks,"Use a map or a walking app to plan a route that takes you to three different parks in your area, aiming for a total walking time of about 30-60 minutes each day.",Long-Term,Micro-Movement,"Stretching, Yoga",Multi-day,Tier-1,Free,Outdoor,10 to 80,Yes,"Flexible planning, allows for breaks and adjustments, engaging with nature can be soothing","['Sight', 'Movement']",Solo,Medium,['Calming'],"['Good', 'Peaceful', 'Neutral']"
ACT-002334,Engage in a slow walk meditation,"Take a slow walk for 20 minutes, focusing on each step and your breath. Notice the sensations in your body and the environment around you.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",40 min,Tier-1,Free,Outdoor,12 to 100,Yes,"Gentle pacing, focus on sensory experience, adaptable to personal comfort levels","['Movement', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed', 'Boredom']"
ACT-002335,Sow a new vegetable plot using seeds from your kitchen scraps,"Collect seeds from your kitchen scraps, prepare a small plot of soil, and plant the seeds about 1 inch deep. Water them lightly and monitor their growth weekly.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-1,Free,Outdoor,10 to 90,Yes,"Routine monitoring provides structure, engaging with nature can be soothing, and planting is a tactile experience.","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002336,Build a tiny birdhouse from reclaimed wood,"Gather reclaimed wood pieces, cut them to size (e.g., 6 in x 6 in for the base, 8 in for the sides), and assemble using wood glue or nails. Hang it in your garden to attract local wildlife.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-2,Low,Outdoor,12 to 80,Partial,,"['Touch', 'Sight']",Solo,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-002337,Host a local plant swap event,Gather friends and neighbors to exchange seeds and cuttings from your plants. Set up a table with labels for each type and enjoy sharing gardening tips while you swap.,Time-Bound,Manual Crafting,"Knitting, Woodworking",3 hrs,Tier-1,Free,Outdoor,10 to 90,Yes,"Social interaction is optional, and the environment can be adjusted to suit comfort levels.","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
ACT-002338,Mobilize a monthly nature walk group exploring seasonal changes,"Gather a group of friends or community members and schedule a monthly walk in a local forest or park. Observe and discuss the seasonal changes in nature, taking time to stretch and breathe deeply.",Long-Term,Micro-Movement,"Stretching, Yoga",3 hrs,Tier-1,Free,Outdoor,10 to 80,Partial,"Flexible timing, opportunity for social interaction, can be tailored to individual comfort levels","['Sight', 'Sound', 'Movement']",Group 2-10,Medium,"['Calming', 'Social Connection']","['Happy', 'Peaceful', 'Good', 'Excited']"
ACT-002339,Create a 'secret garden' corner in your yard,"Choose a sunny spot in your yard, gather 3-5 potted plants and small shrubs, and arrange them together to create a cozy, hidden space. Add decorative stones or a small bench for extra charm.",Long-Term,Puzzle & Logic,"Puzzles, Brain Games",Multi-day,Tier-2,Low,Outdoor,10 to 80,Partial,"Engaging with nature can be soothing, and creating a personal space allows for self-expression.","['Touch', 'Sight', 'Smell']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-002340,Challenge yourself with a jigsaw puzzle depicting a famous painting,"Choose a jigsaw puzzle of a famous painting and set aside a weekend to complete it, taking breaks as needed to enjoy the process.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-2,Low,Indoor,10 to 80,Partial,"Engaging and structured activity, allows for breaks and flexibility in pacing.","['Touch', 'Sight']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-002341,Conduct a simple nature craft session with found objects,"Gather twigs, leaves, and stones from your surroundings. Use glue or string to assemble them into a creative piece of art that reflects nature's beauty.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",40 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Flexible creativity, gentle sensory engagement, no strict guidelines, calming environment","['Touch', 'Sight']",Optional Group,Low,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
